gesture,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
down,0.7498336434364319,0.9055585265159607,0.7133362293243408,0.887602686882019,0.6901149749755859,0.8443508148193359,0.6930843591690063,0.797577440738678,0.6981461644172668,0.7554444074630737,0.6913529634475708,0.7536299824714661,0.6772860288619995,0.6857772469520569,0.6668097376823425,0.6378927230834961,0.6612028479576111,0.5976108908653259,0.7212960720062256,0.7460435628890991,0.712734580039978,0.683113157749176,0.7052434086799622,0.6406816840171814,0.6991348266601562,0.6012048721313477,0.75216144323349,0.7646324038505554,0.7497326731681824,0.7221091389656067,0.7462589144706726,0.720891535282135,0.7419374585151672,0.7191254496574402,0.7814669609069824,0.7998582124710083,0.7754460573196411,0.7721076011657715,0.7703561782836914,0.7718775868415833,0.7662798166275024,0.7735185027122498
down,0.7484688758850098,0.8486184477806091,0.700596809387207,0.796415388584137,0.6719378232955933,0.74372398853302,0.6646901369094849,0.692309558391571,0.6676952838897705,0.6349716186523438,0.6808853149414062,0.7003554105758667,0.6683937907218933,0.6297751665115356,0.6609063148498535,0.5781828165054321,0.655878484249115,0.5310066342353821,0.7066196203231812,0.6994726657867432,0.7004629969596863,0.6234649419784546,0.695069432258606,0.5667052865028381,0.6889050602912903,0.5147082805633545,0.732411801815033,0.7047293186187744,0.7306419014930725,0.6386439204216003,0.7265945672988892,0.5848557949066162,0.7213337421417236,0.5427095890045166,0.757503867149353,0.718394935131073,0.7612780928611755,0.665221095085144,0.75909024477005,0.6223545670509338,0.7546827793121338,0.5900559425354004
down,0.7447664141654968,0.7904290556907654,0.6878431439399719,0.7339945435523987,0.6589481234550476,0.6836369633674622,0.6545915603637695,0.627484142780304,0.6592199206352234,0.5684924125671387,0.6688004732131958,0.6515352725982666,0.6563320159912109,0.5766065120697021,0.6466468572616577,0.5229640007019043,0.6389567255973816,0.4751744866371155,0.6943475604057312,0.6490522027015686,0.6877068281173706,0.5687219500541687,0.6794858574867249,0.5076614618301392,0.670966625213623,0.4535110592842102,0.720470130443573,0.6526424884796143,0.7179403901100159,0.5802502632141113,0.7099689245223999,0.5249472856521606,0.7004625797271729,0.4825234115123749,0.7474542856216431,0.6614897847175598,0.749575138092041,0.6031495332717896,0.7429094314575195,0.5621764659881592,0.7328217029571533,0.5336065888404846
down,0.7236427664756775,0.7227873802185059,0.6679571866989136,0.676183819770813,0.6420954465866089,0.6258478164672852,0.648470938205719,0.5708310008049011,0.6604269742965698,0.526999294757843,0.6526570916175842,0.5493834018707275,0.6437530517578125,0.4916905164718628,0.6358087658882141,0.453447550535202,0.6282985806465149,0.41491276025772095,0.6784279942512512,0.5362667441368103,0.6717981100082397,0.4779641032218933,0.6616547107696533,0.4337211847305298,0.6486144065856934,0.3925361633300781,0.7035662531852722,0.5349513292312622,0.7009807229042053,0.48139089345932007,0.6913411617279053,0.4680227041244507,0.6794729828834534,0.46586382389068604,0.7289761304855347,0.5422632098197937,0.7260004281997681,0.5000056028366089,0.7170140147209167,0.5002864599227905,0.704596757888794,0.5107275247573853
down,0.707490086555481,0.6742531657218933,0.6601658463478088,0.6389612555503845,0.6314621567726135,0.5883088111877441,0.6355910897254944,0.5301100611686707,0.6461952328681946,0.4911246597766876,0.6388350129127502,0.4934828579425812,0.6270496845245361,0.42823588848114014,0.6193023920059204,0.38332226872444153,0.6126182079315186,0.34175828099250793,0.6636342406272888,0.4752504229545593,0.6533881425857544,0.4036620855331421,0.6421458721160889,0.3531806468963623,0.6326408386230469,0.3072916865348816,0.6900069117546082,0.47522667050361633,0.6813772320747375,0.41015785932540894,0.6755461096763611,0.43698954582214355,0.6743215918540955,0.4705306589603424,0.7180330157279968,0.49020153284072876,0.7102108001708984,0.4367372393608093,0.7017146348953247,0.45917773246765137,0.6978299021720886,0.4935254454612732
down,0.6962305307388306,0.6354427337646484,0.6516546607017517,0.6123179793357849,0.6235958337783813,0.5622259378433228,0.6283485293388367,0.5039617419242859,0.6393938064575195,0.46405795216560364,0.628602147102356,0.45011940598487854,0.6151918768882751,0.37297284603118896,0.608288586139679,0.3220599591732025,0.6034966707229614,0.2759060561656952,0.6542727947235107,0.43251240253448486,0.63863605260849,0.3422892689704895,0.627088725566864,0.2849954068660736,0.6194362044334412,0.23325848579406738,0.6825335621833801,0.4357631206512451,0.668995201587677,0.3746577501296997,0.6668577790260315,0.42312896251678467,0.6698229908943176,0.464933842420578,0.7123040556907654,0.45495566725730896,0.6984157562255859,0.4057675898075104,0.6922831535339355,0.43974852561950684,0.6928135752677917,0.47432100772857666
down,0.6895847320556641,0.614384114742279,0.6468980312347412,0.5897099375724792,0.6203086972236633,0.5400561094284058,0.6251844167709351,0.4883052110671997,0.6361421346664429,0.4526481628417969,0.6240969300270081,0.43210893869400024,0.6107423305511475,0.3540772497653961,0.6046657562255859,0.30367034673690796,0.6017987132072449,0.25776559114456177,0.6482095718383789,0.4177611768245697,0.6327937245368958,0.327353835105896,0.6220800876617432,0.27272990345954895,0.6161611080169678,0.2225930094718933,0.6749871373176575,0.42130306363105774,0.6645140647888184,0.3538110852241516,0.6568543314933777,0.401393860578537,0.6561095714569092,0.44460445642471313,0.7031868696212769,0.4395461976528168,0.6912928819656372,0.39114654064178467,0.6822178363800049,0.4221726953983307,0.680513322353363,0.4556969404220581
down,0.6868666410446167,0.6013681292533875,0.6448639035224915,0.5827412605285645,0.6181880235671997,0.5368507504463196,0.6178615093231201,0.4844541847705841,0.62611985206604,0.4450015127658844,0.62127685546875,0.4237484037876129,0.6084421873092651,0.34477493166923523,0.6025140285491943,0.29303401708602905,0.5998542904853821,0.24519088864326477,0.6450417041778564,0.41050073504447937,0.6299359798431396,0.3165861964225769,0.6197191476821899,0.2612900733947754,0.6138965487480164,0.2104523479938507,0.6715534925460815,0.4142407476902008,0.6628618240356445,0.34545212984085083,0.652011513710022,0.3951699137687683,0.6467874050140381,0.4394438862800598,0.699936032295227,0.43105679750442505,0.6889282464981079,0.3822816014289856,0.6784769296646118,0.4132131040096283,0.6730501651763916,0.44574102759361267
down,0.684148907661438,0.5937151908874512,0.6439478993415833,0.5773680210113525,0.6165527701377869,0.5337110757827759,0.6139452457427979,0.48444658517837524,0.6252717971801758,0.4445415437221527,0.6203392744064331,0.41245490312576294,0.6082401275634766,0.33410459756851196,0.6028265953063965,0.2819961905479431,0.600513219833374,0.23258674144744873,0.6442306041717529,0.3999636471271515,0.6302011609077454,0.30522477626800537,0.6206186413764954,0.24854639172554016,0.6149664521217346,0.19536888599395752,0.6709718704223633,0.4055923819541931,0.6602305173873901,0.3388798236846924,0.649812638759613,0.39394623041152954,0.6450961232185364,0.4406586289405823,0.6992233991622925,0.4249868392944336,0.6856644749641418,0.37705516815185547,0.6750145554542542,0.41250208020210266,0.66949462890625,0.4478473663330078
down,0.6823847889900208,0.5929164886474609,0.6425848603248596,0.5775442719459534,0.6141753196716309,0.537867546081543,0.6132033467292786,0.4908120036125183,0.6270028352737427,0.44907522201538086,0.6198698878288269,0.4109402298927307,0.6079389452934265,0.332991361618042,0.6027755737304688,0.28090089559555054,0.6008827090263367,0.23103831708431244,0.6450940370559692,0.3980134427547455,0.6302824020385742,0.303454726934433,0.620812714099884,0.24568818509578705,0.6153209805488586,0.19040971994400024,0.6727730631828308,0.40546783804893494,0.66136634349823,0.3432326018810272,0.6531927585601807,0.4011121988296509,0.6504027843475342,0.44899415969848633,0.7013885974884033,0.4280743896961212,0.6870524883270264,0.3833521008491516,0.6783405542373657,0.4233236312866211,0.6752368807792664,0.4604852795600891
down,0.6830257177352905,0.5984843969345093,0.6440828442573547,0.5825033783912659,0.614841103553772,0.5491479635238647,0.6109528541564941,0.5093997716903687,0.6232292652130127,0.4705576002597809,0.6191220879554749,0.41485875844955444,0.6083950996398926,0.3359602391719818,0.6038000583648682,0.28414028882980347,0.602385938167572,0.23510195314884186,0.6459252834320068,0.40401220321655273,0.6324281692504883,0.31101709604263306,0.6228569149971008,0.25458309054374695,0.6165605783462524,0.20165376365184784,0.675346314907074,0.4135560989379883,0.663416862487793,0.3606140613555908,0.6541004180908203,0.4198336899280548,0.650036096572876,0.46714499592781067,0.705053985118866,0.43889912962913513,0.6902748346328735,0.4045901596546173,0.6808744668960571,0.44344258308410645,0.6776291728019714,0.476669579744339
down,0.6870301961898804,0.6044442057609558,0.6488739848136902,0.591376781463623,0.6200569868087769,0.5645027756690979,0.6167390942573547,0.5285200476646423,0.6279851794242859,0.4890500009059906,0.6206791400909424,0.43194255232810974,0.6095826029777527,0.35399654507637024,0.6053913831710815,0.3033026456832886,0.60469651222229,0.254590779542923,0.6486997008323669,0.4201272130012512,0.6341170072555542,0.32887426018714905,0.6259757876396179,0.27404463291168213,0.6206727027893066,0.2218886911869049,0.6787066459655762,0.4292108416557312,0.6662787199020386,0.38328835368156433,0.6575685739517212,0.4456184506416321,0.6534130573272705,0.49319761991500854,0.7084844708442688,0.45442014932632446,0.693665087223053,0.42718741297721863,0.6829079389572144,0.4693693518638611,0.6774995923042297,0.504378080368042
down,0.6885201930999756,0.6131151914596558,0.6517713665962219,0.6018979549407959,0.6210469007492065,0.5784239172935486,0.617293655872345,0.5489456653594971,0.6329835057258606,0.5215072631835938,0.6226664185523987,0.4493647515773773,0.6101551055908203,0.37599116563796997,0.6059324145317078,0.3294602036476135,0.6050394773483276,0.285336971282959,0.6509705781936646,0.4390563666820526,0.6345948576927185,0.3553725481033325,0.6271805167198181,0.3047385513782501,0.6228746771812439,0.2567799687385559,0.6810430288314819,0.4492776095867157,0.6682807803153992,0.41479870676994324,0.6599981188774109,0.478969931602478,0.6556321978569031,0.5269867181777954,0.7101007699966431,0.4755544066429138,0.6954429149627686,0.4578472673892975,0.6853674650192261,0.5026620626449585,0.679853618144989,0.5379037261009216
down,0.6897674202919006,0.6274397373199463,0.6541551947593689,0.6176590919494629,0.6232768297195435,0.5983586311340332,0.6174938678741455,0.5762853026390076,0.6319351196289062,0.5523552894592285,0.6246688961982727,0.47388792037963867,0.6128616333007812,0.406132310628891,0.6082114577293396,0.3630385398864746,0.6066696643829346,0.32190829515457153,0.6528942584991455,0.4627545475959778,0.6358998417854309,0.3840063214302063,0.6286067366600037,0.3364620506763458,0.6244863867759705,0.2905206084251404,0.6833835244178772,0.47285714745521545,0.6691562533378601,0.4476764500141144,0.6614944338798523,0.5099994540214539,0.6577082872390747,0.5548937320709229,0.7130140066146851,0.4984816908836365,0.6954860687255859,0.481602281332016,0.683734655380249,0.5218597054481506,0.6767210960388184,0.5535191297531128
down,0.6913960576057434,0.6420355439186096,0.6557251811027527,0.6307880878448486,0.6243264079093933,0.6175267696380615,0.6174461245536804,0.6019678711891174,0.6369196176528931,0.5878368616104126,0.6225543022155762,0.4985489249229431,0.6122575402259827,0.43666136264801025,0.6095936298370361,0.39872610569000244,0.6097664833068848,0.36162132024765015,0.6521782279014587,0.48508769273757935,0.6359977126121521,0.4144517779350281,0.6297962665557861,0.37394988536834717,0.625649094581604,0.33346641063690186,0.6842314004898071,0.49418774247169495,0.6732149720191956,0.47342532873153687,0.6650243401527405,0.5400988459587097,0.6590180993080139,0.5882739424705505,0.7150337100028992,0.5209600925445557,0.7021617293357849,0.5181362628936768,0.6895908713340759,0.5651724934577942,0.6801015734672546,0.6008847951889038
down,0.6940440535545349,0.6593121290206909,0.6608309149742126,0.6505953669548035,0.6294991374015808,0.6399654746055603,0.6185142397880554,0.6277457475662231,0.6300951838493347,0.6173619627952576,0.6237121820449829,0.5272870659828186,0.6127178072929382,0.4756706953048706,0.6094938516616821,0.44422590732574463,0.6087537407875061,0.4133901298046112,0.6521521210670471,0.5101513266563416,0.6353832483291626,0.45687052607536316,0.6303018927574158,0.4259459972381592,0.6265764832496643,0.3941815495491028,0.6835799813270569,0.5134979486465454,0.6740818023681641,0.5194450616836548,0.6671385169029236,0.5804799199104309,0.6612808108329773,0.6235987544059753,0.7143712043762207,0.5347080826759338,0.704647958278656,0.5509211421012878,0.6945863962173462,0.5976273417472839,0.6867856979370117,0.6311913728713989
down,0.6947746872901917,0.6764360666275024,0.6619617938995361,0.6648641228675842,0.6336534023284912,0.656745970249176,0.619892418384552,0.6541415452957153,0.6199184060096741,0.6492154002189636,0.6219702363014221,0.5503999590873718,0.6119804382324219,0.5097068548202515,0.6092125773429871,0.48439913988113403,0.6091676354408264,0.46134957671165466,0.6500071287155151,0.5305718183517456,0.6313025951385498,0.4922143816947937,0.6250157356262207,0.47238069772720337,0.6219199299812317,0.4548945128917694,0.6814502477645874,0.5327579975128174,0.6730005145072937,0.5552604794502258,0.6643289923667908,0.6158998608589172,0.6578992605209351,0.6594648361206055,0.7122101783752441,0.5556678771972656,0.7055935263633728,0.5898250341415405,0.6939371824264526,0.6346524953842163,0.6853963732719421,0.6656087040901184
down,0.6937375068664551,0.6821808218955994,0.6633931398391724,0.6800593137741089,0.636022686958313,0.6773578524589539,0.6200364232063293,0.6752632856369019,0.6183196902275085,0.6663994193077087,0.6250928044319153,0.559783399105072,0.6136109232902527,0.5243683457374573,0.6075539588928223,0.5154088735580444,0.604651689529419,0.526337206363678,0.653110682964325,0.5418938994407654,0.639605700969696,0.5528284311294556,0.6344877481460571,0.6014236211776733,0.6321740746498108,0.6433091759681702,0.6824954152107239,0.5492621660232544,0.6761676073074341,0.5926774740219116,0.6662997007369995,0.6485529541969299,0.6578854918479919,0.6883257627487183,0.7095248103141785,0.5735636353492737,0.705620288848877,0.613720715045929,0.6953766345977783,0.6553592681884766,0.6865360736846924,0.6830573678016663
down,0.6923551559448242,0.7098195552825928,0.6596606969833374,0.7027530074119568,0.6304087042808533,0.6924278140068054,0.6185526251792908,0.6739181280136108,0.6230528354644775,0.6548751592636108,0.6225244998931885,0.5851457715034485,0.6056286096572876,0.5685239434242249,0.6008902192115784,0.5682157278060913,0.6002798676490784,0.5826603174209595,0.6496468782424927,0.566735565662384,0.6408076286315918,0.5962759256362915,0.6356487274169922,0.6394506096839905,0.6339502334594727,0.6788386702537537,0.6790788173675537,0.5745752453804016,0.6747421622276306,0.6280553340911865,0.6642748713493347,0.6771265864372253,0.6563348174095154,0.7159630656242371,0.7061296105384827,0.5998808145523071,0.7005841135978699,0.6462744474411011,0.6891205310821533,0.6821321249008179,0.6801527738571167,0.7082398533821106
