gesture,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
up,0.7910616993904114,0.9337126612663269,0.7401071190834045,0.9207634925842285,0.7032812833786011,0.8851802349090576,0.6763948202133179,0.86113041639328,0.6561146378517151,0.8460699319839478,0.7261053323745728,0.7473260760307312,0.6848554611206055,0.7001276612281799,0.6585553884506226,0.6798081398010254,0.6348603963851929,0.6616336107254028,0.7501146197319031,0.73967444896698,0.6982352137565613,0.6901707649230957,0.664659857749939,0.6678199172019958,0.6385914087295532,0.6563524603843689,0.769716739654541,0.753662645816803,0.7231980562210083,0.7175226807594299,0.6892096400260925,0.6996229887008667,0.666689395904541,0.6923536658287048,0.7853262424468994,0.7755976915359497,0.7491904497146606,0.7509793639183044,0.7235717177391052,0.7417998313903809,0.7068061232566833,0.7377486824989319
up,0.7822754979133606,0.8981664776802063,0.7299888134002686,0.8522334098815918,0.6902246475219727,0.8102818727493286,0.6642365455627441,0.7848203182220459,0.6471409797668457,0.7672508955001831,0.7276515364646912,0.6820856332778931,0.6826663613319397,0.641975462436676,0.6462653875350952,0.6175220608711243,0.6150232553482056,0.6016674041748047,0.7517572045326233,0.6936994194984436,0.6986647844314575,0.6382365822792053,0.6546961069107056,0.6166989803314209,0.6223496198654175,0.5980092287063599,0.7716784477233887,0.7294746041297913,0.717991292476654,0.7053530216217041,0.6880914568901062,0.7482703328132629,0.6764293313026428,0.7834329605102539,0.7818607687950134,0.7850927710533142,0.7362877726554871,0.7749398350715637,0.7095860838890076,0.8012518882751465,0.6998384594917297,0.825851321220398
up,0.7843853235244751,0.8682995438575745,0.7282646894454956,0.8210392594337463,0.689935564994812,0.7807922959327698,0.6630973815917969,0.7607933878898621,0.6412817239761353,0.7427851557731628,0.719762921333313,0.6552777886390686,0.6717687845230103,0.6136518716812134,0.6345751285552979,0.5861647725105286,0.6027056574821472,0.5717940926551819,0.7415418028831482,0.6772578358650208,0.6847148537635803,0.6171397566795349,0.6376938819885254,0.5938088893890381,0.6058028936386108,0.5740920305252075,0.7605671882629395,0.7166221737861633,0.7081285119056702,0.6829653978347778,0.6782688498497009,0.7305428981781006,0.6692004799842834,0.770282506942749,0.7721651792526245,0.7681674957275391,0.7271314263343811,0.7448251247406006,0.6994284391403198,0.7716490626335144,0.6915091872215271,0.8004243969917297
up,0.7779134511947632,0.845862865447998,0.7226468324661255,0.7991833090782166,0.6851966977119446,0.7610914707183838,0.6583236455917358,0.74323970079422,0.6381632089614868,0.7288435697555542,0.710591733455658,0.6337781548500061,0.6603586673736572,0.6006702184677124,0.6233065724372864,0.5775790214538574,0.5918056964874268,0.5629762411117554,0.7327300310134888,0.6509664058685303,0.673814058303833,0.5970432758331299,0.6267722249031067,0.5789079666137695,0.5938461422920227,0.5608311891555786,0.7504413723945618,0.6882451176643372,0.6941583156585693,0.6565461158752441,0.6705659627914429,0.7093408703804016,0.667603611946106,0.7477285265922546,0.7603974342346191,0.7408638596534729,0.7114616632461548,0.7208621501922607,0.6882807612419128,0.750336229801178,0.6858242154121399,0.7767801880836487
up,0.7741923928260803,0.8257813453674316,0.718112587928772,0.7866225838661194,0.6803432106971741,0.7461429834365845,0.6532983779907227,0.7279103398323059,0.6324397325515747,0.7178049087524414,0.7031815052032471,0.6145714521408081,0.6505059003829956,0.588384211063385,0.6118032932281494,0.5700448155403137,0.5804020166397095,0.5570278167724609,0.7252727746963501,0.6309446096420288,0.6640702486038208,0.5903406739234924,0.6156411170959473,0.5752164125442505,0.5828932523727417,0.5602900981903076,0.7427611351013184,0.6696310043334961,0.6858819127082825,0.648195207118988,0.6607344746589661,0.6979018449783325,0.6568596363067627,0.7344489693641663,0.7518150806427002,0.7247962951660156,0.7019544839859009,0.7067721486091614,0.6786800622940063,0.7343292236328125,0.6763399839401245,0.759762704372406
up,0.7712532877922058,0.8061888217926025,0.7147629261016846,0.7691241502761841,0.6764158606529236,0.7341626882553101,0.6478865742683411,0.721433699131012,0.6245701909065247,0.7104454636573792,0.690097451210022,0.598260223865509,0.6365694999694824,0.5793374180793762,0.5983625650405884,0.5632765889167786,0.5674037933349609,0.5496248006820679,0.7136886715888977,0.6169250011444092,0.6472764015197754,0.5839593410491943,0.5980793237686157,0.5747949481010437,0.5669302940368652,0.5625585317611694,0.7322067618370056,0.657530665397644,0.6715583205223083,0.6396204233169556,0.6500077843666077,0.6945247650146484,0.6527291536331177,0.7299779057502747,0.7432334423065186,0.7099023461341858,0.6901189684867859,0.6976929903030396,0.6698658466339111,0.7288876175880432,0.6742072701454163,0.7511497139930725
up,0.7684084177017212,0.7927253246307373,0.7141726016998291,0.7557100057601929,0.6749586462974548,0.7193237543106079,0.64492267370224,0.7083298563957214,0.6181460022926331,0.70440673828125,0.6793529987335205,0.5879502892494202,0.6263640522956848,0.5765794515609741,0.589558482170105,0.5650864839553833,0.5597820281982422,0.5531642436981201,0.7043285369873047,0.6080173850059509,0.6362446546554565,0.5817894339561462,0.5893480777740479,0.5763035416603088,0.5594948530197144,0.5637345314025879,0.7238172888755798,0.649408221244812,0.6613439321517944,0.6323040723800659,0.6425232291221619,0.6873239278793335,0.647521436214447,0.7204419374465942,0.7363524436950684,0.7023048996925354,0.6810752749443054,0.6934216022491455,0.6619753837585449,0.7240651845932007,0.6672541499137878,0.7430310249328613
up,0.7645035982131958,0.7762879133224487,0.7089061737060547,0.7451118230819702,0.6696674823760986,0.7122411727905273,0.6395652890205383,0.7042099833488464,0.614040195941925,0.7014903426170349,0.6699270009994507,0.5804942846298218,0.6175526976585388,0.5759673714637756,0.5807303190231323,0.5709202289581299,0.5514495372772217,0.5635000467300415,0.6941199898719788,0.5966929197311401,0.6260958909988403,0.5815395712852478,0.5796096920967102,0.5817659497261047,0.5498228669166565,0.573477566242218,0.7143081426620483,0.6360092163085938,0.6523951888084412,0.6312060356140137,0.6361773610115051,0.68744295835495,0.6416469812393188,0.7202545404434204,0.7275390028953552,0.6888414621353149,0.671826958656311,0.6902458667755127,0.6557807922363281,0.7210689783096313,0.6618935465812683,0.7380315661430359
up,0.7608707547187805,0.7577739357948303,0.7096514105796814,0.7163753509521484,0.6687330603599548,0.6901273727416992,0.6331448554992676,0.6960901618003845,0.6064794659614563,0.7059702277183533,0.6564927697181702,0.5751602649688721,0.6015538573265076,0.581170380115509,0.5655103325843811,0.5848265886306763,0.5349634885787964,0.5840967893600464,0.6810746788978577,0.5953708291053772,0.6105900406837463,0.5923467874526978,0.5636262893676758,0.5980641841888428,0.5311806797981262,0.5931041836738586,0.7022575736045837,0.6377794742584229,0.6381223201751709,0.6401813626289368,0.6262291669845581,0.697750449180603,0.634705126285553,0.7297765016555786,0.7180383801460266,0.6872777938842773,0.662639856338501,0.6992554664611816,0.6457087397575378,0.7319936156272888,0.6506796479225159,0.7480136752128601
up,0.762489914894104,0.7528586983680725,0.7105684280395508,0.714015781879425,0.6681331992149353,0.6870124936103821,0.63299560546875,0.6921935081481934,0.6080219149589539,0.7065523862838745,0.6538867354393005,0.5762979388237,0.5992417335510254,0.5870913863182068,0.5628812909126282,0.5930481553077698,0.5336715579032898,0.5942531228065491,0.6782599687576294,0.5966926217079163,0.6083648204803467,0.60470050573349,0.5621622204780579,0.615678608417511,0.5300204753875732,0.6112326979637146,0.7009645104408264,0.637028694152832,0.6354750990867615,0.6566420793533325,0.6227854490280151,0.7126956582069397,0.6302210092544556,0.7410945892333984,0.7186987400054932,0.6870848536491394,0.6631764769554138,0.7067380547523499,0.6462805271148682,0.7372615337371826,0.6508825421333313,0.7490448951721191
up,0.7596823573112488,0.7465084195137024,0.7055371999740601,0.7093633413314819,0.6654746532440186,0.6893734335899353,0.6330470442771912,0.7013797163963318,0.6131356954574585,0.7180431485176086,0.6470750570297241,0.5755602121353149,0.5950177311897278,0.5931078195571899,0.5601204037666321,0.6042290925979614,0.5309337377548218,0.607999324798584,0.675177812576294,0.5969265699386597,0.6068989634513855,0.611794650554657,0.561855137348175,0.6265915036201477,0.5294815301895142,0.6224738955497742,0.7006203532218933,0.6395646333694458,0.6372148394584656,0.6593355536460876,0.6258342266082764,0.7142903804779053,0.6348408460617065,0.7397140264511108,0.7202939391136169,0.6889764070510864,0.6659222841262817,0.709691047668457,0.6479488015174866,0.7411667108535767,0.6511552333831787,0.7516423463821411
